t vof s11 s22 s12
1.877000e+00 1.000000e+00 -9.213101e-05 9.213101e-05 2.824950e+00
1.878000e+00 1.000000e+00 -9.258679e-05 9.258679e-05 2.825098e+00
1.879000e+00 1.000000e+00 -9.304035e-05 9.304035e-05 2.825247e+00
1.880000e+00 1.000000e+00 -9.349169e-05 9.349169e-05 2.825395e+00
1.881000e+00 1.000000e+00 -9.394079e-05 9.394079e-05 2.825544e+00
1.882000e+00 1.000000e+00 -9.438767e-05 9.438767e-05 2.825692e+00
1.883000e+00 1.000000e+00 -9.483232e-05 9.483232e-05 2.825841e+00
1.884000e+00 1.000000e+00 -9.527475e-05 9.527475e-05 2.825989e+00
1.885000e+00 1.000000e+00 -9.571495e-05 9.571495e-05 2.826138e+00
1.886000e+00 1.000000e+00 -9.615293e-05 9.615293e-05 2.826286e+00
1.887000e+00 1.000000e+00 -9.658869e-05 9.658869e-05 2.826435e+00
1.888000e+00 1.000000e+00 -9.702222e-05 9.702222e-05 2.826583e+00
1.889000e+00 1.000000e+00 -9.745353e-05 9.745353e-05 2.826732e+00
1.890000e+00 1.000000e+00 -9.788262e-05 9.788262e-05 2.826880e+00
1.891000e+00 1.000000e+00 -9.830949e-05 9.830949e-05 2.827029e+00
1.892000e+00 1.000000e+00 -9.873414e-05 9.873414e-05 2.827177e+00
1.893000e+00 1.000000e+00 -9.915657e-05 9.915657e-05 2.827325e+00
1.894000e+00 1.000000e+00 -9.957679e-05 9.957679e-05 2.827474e+00
1.895000e+00 1.000000e+00 -9.999478e-05 9.999478e-05 2.827622e+00
1.896000e+00 1.000000e+00 -1.004106e-04 1.004106e-04 2.827771e+00
1.897000e+00 1.000000e+00 -1.008241e-04 1.008241e-04 2.827919e+00
1.898000e+00 1.000000e+00 -1.012355e-04 1.012355e-04 2.828067e+00
1.899000e+00 1.000000e+00 -1.016446e-04 1.016446e-04 2.828216e+00
1.900000e+00 1.000000e+00 -1.020515e-04 1.020515e-04 2.828364e+00
1.901000e+00 1.000000e+00 -1.024562e-04 1.024562e-04 2.828513e+00
1.902000e+00 1.000000e+00 -1.028587e-04 1.028587e-04 2.828661e+00
1.903000e+00 1.000000e+00 -1.032590e-04 1.032590e-04 2.828809e+00
1.904000e+00 1.000000e+00 -1.036571e-04 1.036571e-04 2.828958e+00
1.905000e+00 1.000000e+00 -1.040529e-04 1.040529e-04 2.829106e+00
1.906000e+00 1.000000e+00 -1.044466e-04 1.044466e-04 2.829254e+00
1.907000e+00 1.000000e+00 -1.048380e-04 1.048380e-04 2.829402e+00
1.908000e+00 1.000000e+00 -1.052272e-04 1.052272e-04 2.829551e+00
1.909000e+00 1.000000e+00 -1.056142e-04 1.056142e-04 2.829699e+00
1.910000e+00 1.000000e+00 -1.059991e-04 1.059991e-04 2.829847e+00
1.911000e+00 1.000000e+00 -1.063817e-04 1.063817e-04 2.829996e+00
1.912000e+00 1.000000e+00 -1.067621e-04 1.067621e-04 2.830144e+00
1.913000e+00 1.000000e+00 -1.071403e-04 1.071403e-04 2.830292e+00
1.914000e+00 1.000000e+00 -1.075162e-04 1.075162e-04 2.830440e+00
1.915000e+00 1.000000e+00 -1.078900e-04 1.078900e-04 2.830588e+00
1.916000e+00 1.000000e+00 -1.082616e-04 1.082616e-04 2.830737e+00
1.917000e+00 1.000000e+00 -1.086310e-04 1.086310e-04 2.830885e+00
1.918000e+00 1.000000e+00 -1.089982e-04 1.089982e-04 2.831033e+00
1.919000e+00 1.000000e+00 -1.093631e-04 1.093631e-04 2.831181e+00
1.920000e+00 1.000000e+00 -1.097259e-04 1.097259e-04 2.831329e+00
1.921000e+00 1.000000e+00 -1.100865e-04 1.100865e-04 2.831478e+00
1.922000e+00 1.000000e+00 -1.104449e-04 1.104449e-04 2.831626e+00
1.923000e+00 1.000000e+00 -1.108011e-04 1.108011e-04 2.831774e+00
1.924000e+00 1.000000e+00 -1.111550e-04 1.111550e-04 2.831922e+00
1.925000e+00 1.000000e+00 -1.115068e-04 1.115068e-04 2.832070e+00
1.926000e+00 1.000000e+00 -1.118564e-04 1.118564e-04 2.832218e+00
1.927000e+00 1.000000e+00 -1.122038e-04 1.122038e-04 2.832366e+00
1.928000e+00 1.000000e+00 -1.125490e-04 1.125490e-04 2.832514e+00
1.929000e+00 1.000000e+00 -1.128920e-04 1.128920e-04 2.832662e+00
1.930000e+00 1.000000e+00 -1.132328e-04 1.132328e-04 2.832811e+00
1.931000e+00 1.000000e+00 -1.135714e-04 1.135714e-04 2.832959e+00
1.932000e+00 1.000000e+00 -1.139078e-04 1.139078e-04 2.833107e+00
1.933000e+00 1.000000e+00 -1.142421e-04 1.142421e-04 2.833255e+00
1.934000e+00 1.000000e+00 -1.145741e-04 1.145741e-04 2.833403e+00
1.935000e+00 1.000000e+00 -1.149039e-04 1.149039e-04 2.833551e+00
1.936000e+00 1.000000e+00 -1.152316e-04 1.152316e-04 2.833699e+00
1.937000e+00 1.000000e+00 -1.155571e-04 1.155571e-04 2.833847e+00
1.938000e+00 1.000000e+00 -1.158803e-04 1.158803e-04 2.833995e+00
1.939000e+00 1.000000e+00 -1.162014e-04 1.162014e-04 2.834143e+00
1.940000e+00 1.000000e+00 -1.165203e-04 1.165203e-04 2.834291e+00
1.941000e+00 1.000000e+00 -1.168370e-04 1.168370e-04 2.834438e+00
1.942000e+00 1.000000e+00 -1.171516e-04 1.171516e-04 2.834586e+00
1.943000e+00 1.000000e+00 -1.174639e-04 1.174639e-04 2.834734e+00
1.944000e+00 1.000000e+00 -1.177741e-04 1.177741e-04 2.834882e+00
1.945000e+00 1.000000e+00 -1.180820e-04 1.180820e-04 2.835030e+00
1.946000e+00 1.000000e+00 -1.183878e-04 1.183878e-04 2.835178e+00
1.947000e+00 1.000000e+00 -1.186914e-04 1.186914e-04 2.835326e+00
1.948000e+00 1.000000e+00 -1.189929e-04 1.189929e-04 2.835474e+00
1.949000e+00 1.000000e+00 -1.192921e-04 1.192921e-04 2.835622e+00
1.950000e+00 1.000000e+00 -1.195892e-04 1.195892e-04 2.835769e+00
1.951000e+00 1.000000e+00 -1.198841e-04 1.198841e-04 2.835917e+00
1.952000e+00 1.000000e+00 -1.201768e-04 1.201768e-04 2.836065e+00
1.953000e+00 1.000000e+00 -1.204673e-04 1.204673e-04 2.836213e+00
1.954000e+00 1.000000e+00 -1.207556e-04 1.207556e-04 2.836361e+00
1.955000e+00 1.000000e+00 -1.210418e-04 1.210418e-04 2.836508e+00
1.956000e+00 1.000000e+00 -1.213258e-04 1.213258e-04 2.836656e+00
1.957000e+00 1.000000e+00 -1.216076e-04 1.216076e-04 2.836804e+00
1.958000e+00 1.000000e+00 -1.218873e-04 1.218873e-04 2.836952e+00
1.959000e+00 1.000000e+00 -1.221647e-04 1.221647e-04 2.837099e+00
1.960000e+00 1.000000e+00 -1.224400e-04 1.224400e-04 2.837247e+00
1.961000e+00 1.000000e+00 -1.227131e-04 1.227131e-04 2.837395e+00
1.962000e+00 1.000000e+00 -1.229841e-04 1.229841e-04 2.837542e+00
1.963000e+00 1.000000e+00 -1.232528e-04 1.232528e-04 2.837690e+00
1.964000e+00 1.000000e+00 -1.235194e-04 1.235194e-04 2.837838e+00
1.965000e+00 1.000000e+00 -1.237839e-04 1.237839e-04 2.837985e+00
1.966000e+00 1.000000e+00 -1.240461e-04 1.240461e-04 2.838133e+00
1.967000e+00 1.000000e+00 -1.243062e-04 1.243062e-04 2.838281e+00
1.968000e+00 1.000000e+00 -1.245641e-04 1.245641e-04 2.838428e+00
1.969000e+00 1.000000e+00 -1.248199e-04 1.248199e-04 2.838576e+00
1.970000e+00 1.000000e+00 -1.250734e-04 1.250734e-04 2.838723e+00
1.971000e+00 1.000000e+00 -1.253248e-04 1.253248e-04 2.838871e+00
1.972000e+00 1.000000e+00 -1.255741e-04 1.255741e-04 2.839019e+00
1.973000e+00 1.000000e+00 -1.258212e-04 1.258212e-04 2.839166e+00
1.974000e+00 1.000000e+00 -1.260661e-04 1.260661e-04 2.839314e+00
1.975000e+00 1.000000e+00 -1.263088e-04 1.263088e-04 2.839461e+00
1.976000e+00 1.000000e+00 -1.265494e-04 1.265494e-04 2.839609e+00
1.977000e+00 1.000000e+00 -1.267878e-04 1.267878e-04 2.839756e+00
1.978000e+00 1.000000e+00 -1.270241e-04 1.270241e-04 2.839904e+00
1.979000e+00 1.000000e+00 -1.272581e-04 1.272581e-04 2.840051e+00
1.980000e+00 1.000000e+00 -1.274901e-04 1.274901e-04 2.840199e+00
1.981000e+00 1.000000e+00 -1.277198e-04 1.277198e-04 2.840346e+00
1.982000e+00 1.000000e+00 -1.279474e-04 1.279474e-04 2.840493e+00
1.983000e+00 1.000000e+00 -1.281729e-04 1.281729e-04 2.840641e+00
1.984000e+00 1.000000e+00 -1.283962e-04 1.283962e-04 2.840788e+00
1.985000e+00 1.000000e+00 -1.286173e-04 1.286173e-04 2.840936e+00
1.986000e+00 1.000000e+00 -1.288363e-04 1.288363e-04 2.841083e+00
1.987000e+00 1.000000e+00 -1.290531e-04 1.290531e-04 2.841230e+00
1.988000e+00 1.000000e+00 -1.292677e-04 1.292677e-04 2.841378e+00
1.989000e+00 1.000000e+00 -1.294802e-04 1.294802e-04 2.841525e+00
1.990000e+00 1.000000e+00 -1.296905e-04 1.296905e-04 2.841672e+00
1.991000e+00 1.000000e+00 -1.298987e-04 1.298987e-04 2.841820e+00
1.992000e+00 1.000000e+00 -1.301047e-04 1.301047e-04 2.841967e+00
1.993000e+00 1.000000e+00 -1.303086e-04 1.303086e-04 2.842114e+00
1.994000e+00 1.000000e+00 -1.305103e-04 1.305103e-04 2.842261e+00
1.995000e+00 1.000000e+00 -1.307099e-04 1.307099e-04 2.842409e+00
1.996000e+00 1.000000e+00 -1.309073e-04 1.309073e-04 2.842556e+00
1.997000e+00 1.000000e+00 -1.311026e-04 1.311026e-04 2.842703e+00
1.998000e+00 1.000000e+00 -1.312957e-04 1.312957e-04 2.842850e+00
1.999000e+00 1.000000e+00 -1.314866e-04 1.314866e-04 2.842997e+00
